comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
nowka  tor cata daw bor,nowka  tor cata daw bor,nowka  tor cata daw bor,nowka  tor cata daw bor,0,1,0,0,0,0,Meaningless,Neutral
গো খালাম্মা কেমনে এতো মিচা কতা কন..😂😂😂,গো খালাম্মা কেমনে এতো মিচা কতা কন😂😂😂,গো খালাম্মা কেমনে এতো মিচা কতা কন😂😂😂,গো খালাম্মা কেমনে এতো মিচা কতা কন,9,1,2,3,0,0,Aggressive,Bullying
"সেই একমাস আগে শুনলাম বিয়ে হলো এখন আবার বাচ্চা,পেট দেখে মনে হয় ৮ মাসের,বাচ্চাটা আসলো কবে",সেই একমাস আগে শুনলাম বিয়ে হলো এখন আবার বাচ্চাপেট দেখে মনে হয় ৮ মাসেরবাচ্চাটা আসলো কবে,সেই একমাস আগে শুনলাম বিয়ে হলো এখন আবার বাচ্চাপেট দেখে মনে হয় ৮ মাসেরবাচ্চাটা আসলো কবে,সেই একমাস আগে শুনলাম বিয়ে হলো এখন আবার বাচ্চাপেট দেখে মনে হয় ৮ মাসেরবাচ্চাটা আসলো কবে,17,1,2,0,0,0,Normal_comment,Neutral
tomar voice ta darun,tomar voice ta darun,tomar voice ta darun,tomar voice ta darun,0,1,0,0,0,1,Supportive,Nonbullying
তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,3,1,0,0,0,0,Normal_comment,Neutral
tui chur,tui chur,tui chur,tui chur,0,1,0,0,1,0,Aggressive,Bullying
ফাসি চাই,ফাসি চাই,ফাসি চাই,ফাসি চাই,0,1,0,0,0,0,Aggressive,Bullying
lovi mal🤣🤣,lovi mal🤣🤣,lovi mal🤣🤣,lovi mal,0,1,0,2,2,0,Aggressive,Bullying
hindu dhormo ekta chodachudi dhormo,hindu dhormo ekta chodachudi dhormo,hindu dhormo ekta chodachudi dhormo,hindu dhormo ekta chodachudi dhormo,0,1,0,0,1,0,Abusive,Bullying
এই মহিলা নেমো খারাপ।,এই মহিলা নেমো খারাপ।,এই মহিলা নেমো খারাপ।,এই মহিলা নেমো খারাপ।,0,1,0,0,0,0,Aggressive,Bullying
af $%  e mi lfikss kortesi lord নাসির্দ্দা স্যার,af   e mi lfikss kortesi lord নাসির্দ্দা স্যার,af   e mi lfikss kortesi lord নাসির্দ্দা স্যার,af   e mi lfikss kortesi lord নাসির্দ্দা স্যার,0,1,2,0,0,0,Meaningless,Neutral
তেল মেরে লাভ নাই,তেল মেরে লাভ নাই,তেল মেরে লাভ নাই,তেল মেরে লাভ নাই,2,1,0,0,0,1,Normal_comment,Neutral
op brooooহ জঘ কooo,op brooooহ জঘ কooo,op brooooহ জঘ কooo,op brooooহ জঘ কooo,0,1,0,0,0,0,Meaningless,Neutral
বিশ্বকাপ যদি একটা বউ এর নাম হত তাহলে যেটা যেত,বিশ্বকাপ যদি একটা বউ এর নাম হত তাহলে যেটা যেত,বিশ্বকাপ যদি একটা বউ এর নাম হত তাহলে যেটা যেত,বিশ্বকাপ যদি একটা বউ এর নাম হত তাহলে যেটা যেত,74,1,0,0,0,0,Normal_comment,Neutral
"chokhe pani dhore rakhar mto na , 😭🥺😥 হে আল্লাহ আপনি সহায় হন  ",chokhe pani dhore rakhar mto na  😭🥺😥 হে আল্লাহ আপনি সহায় হন  ,chokhe pani dhore rakhar mto na  😭🥺😥 হে আল্লাহ আপনি সহায় হন,chokhe pani dhore rakhar mto na   হে আল্লাহ আপনি সহায় হন,0,1,1,3,0,1,Sad,Nonbullying
"ইতিহাসের সর্বশ্রেষ্ঠ নিকৃষ্টতম শিক্ষামন্ত্রী,এই নিকৃষ্ট শিক্ষা মন্ত্রী ইসলাম ধ্বংসের চরম ষড়যন্ত্র করে যাচ্ছে।",ইতিহাসের সর্বশ্রেষ্ঠ নিকৃষ্টতম শিক্ষামন্ত্রীএই নিকৃষ্ট শিক্ষা মন্ত্রী ইসলাম ধ্বংসের চরম ষড়যন্ত্র করে যাচ্ছে।,ইতিহাসের সর্বশ্রেষ্ঠ নিকৃষ্টতম শিক্ষামন্ত্রীএই নিকৃষ্ট শিক্ষা মন্ত্রী ইসলাম ধ্বংসের চরম ষড়যন্ত্র করে যাচ্ছে।,ইতিহাসের সর্বশ্রেষ্ঠ নিকৃষ্টতম শিক্ষামন্ত্রীএই নিকৃষ্ট শিক্ষা মন্ত্রী ইসলাম ধ্বংসের চরম ষড়যন্ত্র করে যাচ্ছে।,0,1,1,0,0,0,Aggressive,Bullying
কুলাঙ্গার মহিলা,কুলাঙ্গার মহিলা,কুলাঙ্গার মহিলা,কুলাঙ্গার মহিলা,0,1,0,0,1,0,Abusive,Bullying
tora to sob koyta hijra toder hurer kotha shunleo to voy kore,tora to sob koyta hijra toder hurer kotha shunleo to voy kore,tora to sob koyta hijra toder hurer kotha shunleo to voy kore,tora to sob koyta hijra toder hurer kotha shunleo to voy kore,0,1,0,0,1,0,Abusive,Bullying
সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে   ,সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে   ,সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে,সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে,0,1,0,0,1,0,Abusive,Bullying
allah kono baba ma k tumi amon sasti diyo naami akta bacchar maami buji ai ta ki kostoproyojon a amader mere felotobuo sontander valo rheko,allah kono baba ma k tumi amon sasti diyo naami akta bacchar maami buji ai ta ki kostoproyojon a amader mere felotobuo sontander valo rheko,allah kono baba ma k tumi amon sasti diyo naami akta bacchar maami buji ai ta ki kostoproyojon a amader mere felotobuo sontander valo rheko,allah kono baba ma k tumi amon sasti diyo naami akta bacchar maami buji ai ta ki kostoproyojon a amader mere felotobuo sontander valo rheko,1,1,0,0,0,1,Sad,Nonbullying
khub vlo hoyeche ajker video ta,khub vlo hoyeche ajker video ta,khub valo hoyeche ajker video ta,khub valo hoyeche ajker video ta,0,1,0,0,0,1,Supportive,Nonbullying
suoror baicci re fashi deu,suoror baicci re fashi deu,suoror baicci re fashi deu,suoror baicci re fashi deu,3,1,0,0,0,0,Aggressive,Bullying
নংরা লোক ই edit করে অন্য কাউকে নিয়ে নোংরামি করে।,নংরা লোক ই edit করে অন্য কাউকে নিয়ে নোংরামি করে।,নংরা লোক ই edit করে অন্য কাউকে নিয়ে নোংরামি করে।,নংরা লোক ই edit করে অন্য কাউকে নিয়ে নোংরামি করে।,0,1,0,0,0,0,Normal_comment,Neutral
ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,1,1,0,0,0,1,Normal_comment,Nonbullying
ar ranu mondol akta mentle.... take nia troll kore lab nai ,ar ranu mondol akta mentle take nia troll kore lab nai ,ar ranu mondol akta mentle take nia troll kore lab nai,ar ranu mondol akta mentle take nia troll kore lab nai,0,1,4,0,0,0,Aggressive,Bullying
শামীম ভাই আপনার অসাধারন লোকচালিয়ে যান অভিনয়!!,শামীম ভাই আপনার অসাধারন লোকচালিয়ে যান অভিনয়!!,শামীম ভাই আপনার অসাধারন লোকচালিয়ে যান অভিনয়!!,শামীম ভাই আপনার অসাধারন লোকচালিয়ে যান অভিনয়!!,6,1,2,0,0,1,Supportive,Nonbullying
নরপশু দের কঠোর বিচার হোক,নরপশু দের কঠোর বিচার হোক,নরপশু দের কঠোর বিচার হোক,নরপশু দের কঠোর বিচার হোক,6,1,0,0,0,0,Aggressive,Neutral
কথাটা কিন্তু রাইট বলছেন,কথাটা কিন্তু রাইট বলছেন,কথাটা কিন্তু রাইট বলছেন,কথাটা কিন্তু রাইট বলছেন,0,1,0,0,0,0,Supportive,Nonbullying
fultu ekta natok,fultu ekta natok,fultu ekta natok,fultu ekta natok,2,1,0,0,0,0,Aggressive,Bullying
বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে ,বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে ,বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে,বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে,0,1,0,0,12,0,Abusive,Bullying
ei khank tui ekta bustard,ei khank tui ekta bustard,ei khank tui ekta bustard,ei khank tui ekta bustard,0,1,0,0,1,0,Abusive,Bullying
ভাই জান আমারে একটা গিফট করেন,ভাই জান আমারে একটা গিফট করেন,ভাই জান আমারে একটা গিফট করেন,ভাই জান আমারে একটা গিফট করেন,3,1,0,0,0,0,Normal_comment,Neutral
ফালতু খানকি টাইপের মেয়ে  ,ফালতু খানকি টাইপের মেয়ে  ,ফালতু খানকি টাইপের মেয়ে,ফালতু খানকি টাইপের মেয়ে,0,1,0,0,2,0,Abusive,Bullying
yah allah apni sobaike bujhar towfik dan korun amin।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,yah allah apni sobaike bujhar towfik dan korun amin।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,yah allah apni sobaike bujhar towfik dan korun amin।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,yah allah apni sobaike bujhar towfik dan korun amin।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,1,1,0,0,0,2,Normal_comment,Nonbullying
সবার খাট কাঁপাচ্ছ পরীমনি এখন প্রশ্ন হলো সন্তানের বাবা কে,সবার খাট কাঁপাচ্ছ পরীমনি এখন প্রশ্ন হলো সন্তানের বাবা কে,সবার খাট কাঁপাচ্ছ পরীমনি এখন প্রশ্ন হলো সন্তানের বাবা কে,সবার খাট কাঁপাচ্ছ পরীমনি এখন প্রশ্ন হলো সন্তানের বাবা কে,2,1,0,0,0,0,Abusive,Bullying
হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,0,1,0,0,1,0,Aggressive,Bullying
sob pagol🤣😂🤣😂,sob pagol🤣😂🤣😂,sob pagol🤣😂🤣😂,sob pagol,0,1,0,4,0,0,Aggressive,Bullying
খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,1,1,0,0,0,0,Normal_comment,Neutral
নানি জাতে উঠছে মনে হয় 😜,নানি জাতে উঠছে মনে হয় 😜,নানি জাতে উঠছে মনে হয় 😜,নানি জাতে উঠছে মনে হয় ,4,1,0,1,0,0,Normal_comment,Neutral
ও আমার বাল বুঝে …. ,ও আমার বাল বুঝে … ,ও আমার বাল বুঝে …,ও আমার বাল বুঝে …,0,1,1,0,1,0,Aggressive,Bullying
আর দুই চোহে জল চলি আইয়ের 😭😭😭 ,আর দুই চোহে জল চলি আইয়ের 😭😭😭 ,আর দুই চোহে জল চলি আইয়ের 😭😭😭,আর দুই চোহে জল চলি আইয়ের ,1,1,0,3,0,1,Sad,Nonbullying
মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,0,1,0,0,2,0,Abusive,Bullying
ভাই ইন্ডিয়ানরা কিছু পড়লে সমস্যা নাই কিন্তু পরি মনি পরলে সমস্যা 🤨🤨🤔,ভাই ইন্ডিয়ানরা কিছু পড়লে সমস্যা নাই কিন্তু পরি মনি পরলে সমস্যা 🤨🤨🤔,ভাই ইন্ডিয়ানরা কিছু পড়লে সমস্যা নাই কিন্তু পরি মনি পরলে সমস্যা 🤨🤨🤔,ভাই ইন্ডিয়ানরা কিছু পড়লে সমস্যা নাই কিন্তু পরি মনি পরলে সমস্যা ,0,1,0,3,0,0,Normal_comment,Neutral
"শাওন টাকার জন্য বুইরা লোকটারে বিয়া করছে, and humayun is a characterless man. ",শাওন টাকার জন্য বুইরা লোকটারে বিয়া করছে and humayun is a characterless man ,শাওন টাকার জন্য বুইরা লোকটারে বিয়া করছে and humayun is a characterless man,শাওন টাকার জন্য বুইরা লোকটারে বিয়া করছে and humayun is a characterless man,1,1,2,0,1,0,Abusive,Bullying
অসম্ভব কে সম্ভব করতে পারে একমাত্র আল্লাহ তায়ালা,অসম্ভব কে সম্ভব করতে পারে একমাত্র আল্লাহ তায়ালা,অসম্ভব কে সম্ভব করতে পারে একমাত্র আল্লাহ তায়ালা,অসম্ভব কে সম্ভব করতে পারে একমাত্র আল্লাহ তায়ালা,2,1,0,0,0,1,Normal_comment,Nonbullying
খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,খুশি হতে পারলামনা আবার নাগা চাইতেনের সাথে হলে খুশি হতাম,0,1,0,0,0,0,Sad,Nonbullying
solid video dada mud thik hoye gelo,solid video dada mud thik hoye gelo,solid video dada mud thik hoye gelo,solid video dada mud thik hoye gelo,0,1,0,0,0,1,Supportive,Nonbullying
কানদন চলি আইয়ের..😓,কানদন চলি আইয়ের😓,কানদন চলি আইয়ের😓,কানদন চলি আইয়ের,0,1,2,1,0,0,Sad,Nonbullying
বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন ,0,1,0,8,0,1,Aggressive,Bullying
news ta ar o shundor kora jeto,news ta ar o shundor kora jeto,news ta ar o shundor kora jeto,news ta ar o shundor kora jeto,0,1,0,0,0,1,Normal_comment,Nonbullying
কান্না করতেছি 😭😭😭😭,কান্না করতেছি 😭😭😭😭,কান্না করতেছি 😭😭😭😭,কান্না করতেছি ,1,1,0,4,0,1,Sad,Nonbullying
toke kutta dia chudabo magi,toke kutta dia chudabo magi,toke kutta dia chudabo magi,toke kutta dia chudabo magi,0,1,0,0,2,0,Abusive,Bullying
milu vai er kota mone hoire kaindon aiyer😭😭😭,milu vai er kota mone hoire kaindon aiyer😭😭😭,milu vai ar kota mone hoire kaindon aiyer😭😭😭,milu vai ar kota mone hoire kaindon aiyer,1,1,0,3,0,0,Sad,Nonbullying
হেদিন খুব কষ্ট লাইগছিলো,হেদিন খুব কষ্ট লাইগছিলো,হেদিন খুব কষ্ট লাইগছিলো,হেদিন খুব কষ্ট লাইগছিলো,1,1,0,0,0,1,Sad,Nonbullying
Best of luck vaii khuv taratari sustho hoye otho ❤❤,best of luck vaii khuv taratari sustho hoye otho ❤❤,best of luck vaii khuv taratari sustho hoye otho ❤❤,best of luck vaii khuv taratari sustho hoye otho ,1,1,0,0,0,1,Supportive,Nonbullying
pagli ta 🤣,pagli ta 🤣,pagol ta 🤣,pagol ta ,0,1,0,1,0,0,Aggressive,Bullying
বস সাকিব আল হাসান,বস সাকিব আল হাসান,বস সাকিব আল হাসান,বস সাকিব আল হাসান,0,1,0,0,0,1,Supportive,Nonbullying
sotto kotha bolena fasi hbe,sotto kotha bolena fasi hbe,sotto kotha bolena fasi hbe,sotto kotha bolena fasi hbe,0,1,0,0,1,0,Normal_comment,Neutral
ai omanostar jonnono comments korata o comments nawoatao bokami,ai omanostar jonnono comments korata o comments nawoatao bokami,ai omanostar jonnono comments korata o comments nawoatao bokami,ai omanostar jonnono comments korata o comments nawoatao bokami,0,1,0,0,0,0,Aggressive,Bullying
এমন নেতা যদি দেশে আর কয়েকজন থাকতো।।দেশটা না জানি কত সুন্দর হতো,এমন নেতা যদি দেশে আর কয়েকজন থাকতো।।দেশটা না জানি কত সুন্দর হতো,এমন নেতা যদি দেশে আর কয়েকজন থাকতো।।দেশটা না জানি কত সুন্দর হতো,এমন নেতা যদি দেশে আর কয়েকজন থাকতো।।দেশটা না জানি কত সুন্দর হতো,154,1,0,0,0,1,Normal_comment,Nonbullying
super yrr 👌👌👌👌👌,super yrr 👌👌👌👌👌,super yrr 👌👌👌👌👌,super yrr ,0,1,0,5,0,0,Supportive,Nonbullying
"ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না ,😅😅😅😅",ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না 😅😅😅😅,ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না 😅😅😅😅,ভিডিও টা দেখার পর আর হাসি থামাতে পারছিলাম না ,2,1,1,4,0,1,Happy,Nonbullying
 দে শেষ করে দে মালাউন দের , দে শেষ করে দে মালাউন দের ,দে শেষ করে দে মালাউন দের,দে শেষ করে দে মালাউন দের,0,1,0,0,1,0,Abusive,Bullying
good work ...but durniti deshe ato j ei gola  din pore e khole jaabe…,good work but durniti deshe ato j ei gola  din pore e khole jaabe…,good work but durniti deshe ato j ei gola  din pore e khole jaabe…,good work but durniti deshe ato j ei gola  din pore e khole jaabe…,0,1,3,0,0,1,Normal_comment,Neutral
হালা বান্দিরপো ঠিক করে খেল না খেল্লে তোর খবর আছে,হালা বান্দিরপো ঠিক করে খেল না খেল্লে তোর খবর আছে,হালা বান্দিরপো ঠিক করে খেল না খেল্লে তোর খবর আছে,হালা বান্দিরপো ঠিক করে খেল না খেল্লে তোর খবর আছে,1,1,0,0,2,0,Aggressive,Bullying
মানুষিক রোগি পাবনা  পাটানো দরকার,মানুষিক রোগি পাবনা  পাটানো দরকার,মানুষিক রোগি পাবনা  পাটানো দরকার,মানুষিক রোগি পাবনা  পাটানো দরকার,0,1,0,0,0,0,Aggressive,Bullying
কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই 😪😪🤔🤔 ,কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই 😪😪🤔🤔 ,কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই 😪😪🤔🤔,কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই ,2,1,0,4,0,1,Sad,Nonbullying
lojja thaka dorkar,lojja thaka dorkar,lojja thaka dorkar,lojja thaka dorkar,1,1,0,0,1,0,Aggressive,Bullying
হায়রে দুনিয়া 😭,হায়রে দুনিয়া 😭,হায়রে দুনিয়া 😭,হায়রে দুনিয়া ,1,1,0,1,0,0,Sad,Neutral
pura bessha magi,pura bessha magi,pura bessha magi,pura bessha magi,0,1,0,0,1,0,Abusive,Bullying
tarkata mal ranu mondol,tarkata mal ranu mondol,tarkata mal ranu mondol,tarkata mal ranu mondol,0,1,0,0,2,0,Aggressive,Bullying
খুব সুন্দর একটা নাটক,খুব সুন্দর একটা নাটক,খুব সুন্দর একটা নাটক,খুব সুন্দর একটা নাটক,2,1,0,0,0,1,Supportive,Nonbullying
basi ohonkar potoner karon just disgusting 😡😡😡😡😡😏😏bar kor aka,basi ohonkar potoner karon just disgusting 😡😡😡😡😡😏😏bar kor aka,basi ohonkar potoner karon just disgusting 😡😡😡😡😡😏😏bar kor aka,basi ohonkar potoner karon just disgusting bar kor aka,1,1,0,7,1,0,Aggressive,Bullying
চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময় ,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময় ,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,3,1,0,0,0,1,Sad,Nonbullying
aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up,0,1,0,1,0,0,Meaningless,Neutral
yes in friso লজ্রফ দশ n,yes in friso লজ্রফ দশ n,yes in friso লজ্রফ দশ n,yes in friso লজ্রফ দশ n,0,1,0,0,0,0,Meaningless,Neutral
ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,3,1,0,0,0,0,Normal_comment,Nonbullying
haishaa moira jaitasiii,haishaa moira jaitasiii,haishaa moira jaitasiii,haishaa moira jaitasiii,1,1,0,0,0,1,Happy,Neutral
চোখের পানি সামলাতে পারলাম না কি আর লিখবো,চোখের পানি সামলাতে পারলাম না কি আর লিখবো,চোখের পানি সামলাতে পারলাম না কি আর লিখবো,চোখের পানি সামলাতে পারলাম না কি আর লিখবো,3,1,0,0,0,0,Sad,Nonbullying
kiare oda tor hora lehi ki tonge utcheni,kiare oda tor hora lehi ki tonge utcheni,kiare oda tor hora lehi ki tonge utcheni,kiare oda tor hora lehi ki tonge utcheni,0,1,0,0,1,0,Normal_comment,Nonbullying
মাইরে চুদি খানকির পোলা বাংলাদেশের নিউজ পেপারে খারাপ কথা গরুর তেল দিয়া রোদ্রে শুকায়া তেল দিয়া বাইজা খাবো,মাইরে চুদি খানকির পোলা বাংলাদেশের নিউজ পেপারে খারাপ কথা গরুর তেল দিয়া রোদ্রে শুকায়া তেল দিয়া বাইজা খাবো,মাইরে চুদি খানকির পোলা বাংলাদেশের নিউজ পেপারে খারাপ কথা গরুর তেল দিয়া রোদ্রে শুকায়া তেল দিয়া বাইজা খাবো,মাইরে চুদি খানকির পোলা বাংলাদেশের নিউজ পেপারে খারাপ কথা গরুর তেল দিয়া রোদ্রে শুকায়া তেল দিয়া বাইজা খাবো,2,1,0,0,3,0,Aggressive,Bullying
আবাল মার্কা মন্ত্রী,আবাল মার্কা মন্ত্রী,আবাল মার্কা মন্ত্রী,আবাল মার্কা মন্ত্রী,1,1,0,0,1,0,Aggressive,Bullying
osm dada darun laglo,osm dada darun laglo,osm dada darun laglo,osm dada darun laglo,0,1,0,0,0,3,Supportive,Nonbullying
আল্লাহ তুমি সহায় হও।জানুয়ারটার ফাঁশি দেওয়া হোক,আল্লাহ তুমি সহায় হও।জানুয়ারটার ফাঁশি দেওয়া হোক,আল্লাহ তুমি সহায় হও।জানুয়ারটার ফাঁশি দেওয়া হোক,আল্লাহ তুমি সহায় হও।জানুয়ারটার ফাঁশি দেওয়া হোক,0,1,0,0,0,1,Normal_comment,Neutral
নুনু দাড় করিয়া ডুকিয়া দাও সবাই🤣,নুনু দাড় করিয়া ডুকিয়া দাও সবাই🤣,নুনু দাড় করিয়া ডুকিয়া দাও সবাই🤣,নুনু দাড় করিয়া ডুকিয়া দাও সবাই,1,1,0,1,1,0,Abusive,Bullying
manushder sange sange jibjantuderke bachanor chesta karben please 🥺🥺🥺,manushder sange sange jibjantuderke bachanor chesta karben please 🥺🥺🥺,manushder sange sange jibjantuderke bachanor chesta karben please 🥺🥺🥺,manushder sange sange jibjantuderke bachanor chesta karben please ,0,1,0,3,0,1,Supportive,Nonbullying
please arrest him..  loachhhhaaaa no 1,please arrest him  loachhhhaaaa no 1,please arrest him  loachhhhaaaa no 1,please arrest him  loachhhhaaaa no 1,0,1,2,0,0,0,Abusive,Bullying
তোর কথা গুলো শুনলে গায়ে আগুন জ্বলে,তোর কথা গুলো শুনলে গায়ে আগুন জ্বলে,তোর কথা গুলো শুনলে গায়ে আগুন জ্বলে,তোর কথা গুলো শুনলে গায়ে আগুন জ্বলে,12,1,0,0,0,0,Aggressive,Bullying
