process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
ওদের ই কি বেবী হয় আর কারো কি হয় না আপনারা কি কোনো কাজ পান না,ওদের ই কি বেবী হয় আর কারো কি হয় না আপনারা কি কোনো কাজ পান না,ওদের ই কি বেবী হয় আর কারো কি হয় না আপনারা কি কোনো কাজ পান না,0,1,0,0,0,0,Normal_comment,Nonbullying
"দশে মিলে করলো কাজ,",দশে মিলে করলো কাজ,দশে মিলে করলো কাজ,0,1,1,0,0,0,Normal_comment,Nonbullying
জাহান্নামে আগুনে জলবে এগুলো,জাহান্নামে আগুনে জলবে এগুলো,জাহান্নামে আগুনে জলবে এগুলো,0,1,0,0,0,0,Normal_comment,Nonbullying
আলহাদুলিল্লাহ বলবো নাকি  নাউজুবিল্লাহ বলবো বুঝতাছনা।।,আলহাদুলিল্লাহ বলবো নাকি  নাউজুবিল্লাহ বলবো বুঝতাছনা।।,আলহাদুলিল্লাহ বলবো নাকি  নাউজুবিল্লাহ বলবো বুঝতাছনা।।,0,1,0,0,3,0,Normal_comment,Nonbullying
বিজয় টিভির খাই দাই আর কোনো কাজ নাই।,বিজয় টিভির খাই দাই আর কোনো কাজ নাই।,বিজয় টিভির খাই দাই আর কোনো কাজ নাই।,1,1,0,0,0,0,Normal_comment,Nonbullying
আর কত কি দেখব।,আর কত কি দেখব।,আর কত কি দেখব।,2,1,0,0,0,0,Normal_comment,Nonbullying
ছি ছি লজ্জা শরম নাই,ছি ছি লজ্জা শরম নাই,ছি ছি লজ্জা শরম নাই,0,1,0,0,0,0,Normal_comment,Nonbullying
কার সন্তানের  কে বাবা?  সারোগোছি বাবা??,কার সন্তানের  কে বাবা  সারোগোছি বাবা,কার সন্তানের  কে বাবা  সারোগোছি বাবা,0,1,3,0,6,0,Normal_comment,Nonbullying
নবজাতক কার 🙈,নবজাতক কার 🙈,নবজাতক কার ,0,1,0,1,0,0,Normal_comment,Nonbullying
দশের লাঠি একের বোঝা,দশের লাঠি একের বোঝা,দশের লাঠি একের বোঝা,0,1,0,0,0,0,Normal_comment,Nonbullying
এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,3,1,0,0,0,0,Normal_comment,Nonbullying
"কে কে এই আন্টনি খেলতে চাও, জানাও, ,",কে কে এই আন্টনি খেলতে চাও জানাও,কে কে এই আন্টনি খেলতে চাও জানাও,1,1,3,0,0,0,Normal_comment,Nonbullying
"ছি,ছি,ছি",ছিছিছি,ছিছিছি,0,1,2,0,0,0,Normal_comment,Nonbullying
নাউজুবিল্লাহ,নাউজুবিল্লাহ,নাউজুবিল্লাহ,1,1,0,0,0,0,Normal_comment,Nonbullying
ছি ছি,ছি ছি,ছি ছি,0,1,0,0,0,0,Normal_comment,Nonbullying
doshe mile kore kaj baba holo shoriful raj😂😂😂😂😂😂,doshe mile kore kaj baba holo shoriful raj😂😂😂😂😂😂,doshe mile kore kaj baba holo shoriful raj,0,1,0,6,0,0,Normal_comment,Nonbullying
সাব্বির ভাই রে  কঙ্গোর একটা মেয়ের সাথে বিয়ে দিয়ে দাও।,সাব্বির ভাই রে  কঙ্গোর একটা মেয়ের সাথে বিয়ে দিয়ে দাও।,সাব্বির ভাই রে  কঙ্গোর একটা মেয়ের সাথে বিয়ে দিয়ে দাও।,1,1,0,0,3,0,Normal_comment,Nonbullying
আজীবন নিষিদ্ধ করা হোক।,আজীবন নিষিদ্ধ করা হোক।,আজীবন নিষিদ্ধ করা হোক।,0,1,0,0,0,0,Aggressive,Bullying
ওর মতো ক্রিকেটার বাংলাদেশে কোন প্রয়োজন নেই।,ওর মতো ক্রিকেটার বাংলাদেশে কোন প্রয়োজন নেই।,ওর মতো ক্রিকেটার বাংলাদেশে কোন প্রয়োজন নেই।,0,1,0,0,0,0,Normal_comment,Nonbullying
"আমি মনে করি,বাংলাদেশ জাতীয় দলে খেলার অধিকার সাব্বির এর নেই........এই ধরনের খেলোয়ার এখন বাংলাদেশ জাতীয় দলে না থাকাটা ভালো...",আমি মনে করিবাংলাদেশ জাতীয় দলে খেলার অধিকার সাব্বির এর নেইএই ধরনের খেলোয়ার এখন বাংলাদেশ জাতীয় দলে না থাকাটা ভালো,আমি মনে করিবাংলাদেশ জাতীয় দলে খেলার অধিকার সাব্বির এর নেইএই ধরনের খেলোয়ার এখন বাংলাদেশ জাতীয় দলে না থাকাটা ভালো,0,1,12,0,0,2,Normal_comment,Nonbullying
বাদ বাদ,বাদ বাদ,বাদ বাদ,1,1,0,0,0,0,Normal_comment,Nonbullying
এদের কে দলথেকে বাধ দেওয়া উচিত,এদের কে দলথেকে বাধ দেওয়া উচিত,এদের কে দলথেকে বাধ দেওয়া উচিত,3,1,0,0,0,0,Normal_comment,Nonbullying
হাই,হাই,হাই,1,1,0,0,0,0,Normal_comment,Nonbullying
পালতু কথা,পালতু কথা,পালতু কথা,1,1,0,0,0,0,Normal_comment,Nonbullying
থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,0,1,0,0,0,0,Normal_comment,Nonbullying
ছাব্বিরকে বাদ দেওয়া হোক,ছাব্বিরকে বাদ দেওয়া হোক,ছাব্বিরকে বাদ দেওয়া হোক,0,1,0,0,0,0,Normal_comment,Nonbullying
চাপা,চাপা,চাপা,0,1,0,0,0,0,Normal_comment,Nonbullying
সাব্বির এর মত ক্রিকেটে বাংলাদেশ কোন প্রয়োজন নেই,সাব্বির এর মত ক্রিকেটে বাংলাদেশ কোন প্রয়োজন নেই,সাব্বির এর মত ক্রিকেটে বাংলাদেশ কোন প্রয়োজন নেই,2,1,0,0,0,0,Normal_comment,Nonbullying
কত টাকা দিলো,কত টাকা দিলো,কত টাকা দিলো,2,1,0,0,0,0,Normal_comment,Nonbullying
ভাই জান আমারে একটা গিফট করেন,ভাই জান আমারে একটা গিফট করেন,ভাই জান আমারে একটা গিফট করেন,3,1,0,0,0,0,Normal_comment,Nonbullying
দুই একদিনেই ব্যবহার করবো প্রিয়,দুই একদিনেই ব্যবহার করবো প্রিয়,দুই একদিনেই ব্যবহার করবো প্রিয়,1,1,0,0,0,1,Normal_comment,Nonbullying
দাম কত ভাই,দাম কত ভাই,দাম কত ভাই,2,1,0,0,0,0,Normal_comment,Nonbullying
ঝামেলা  নিজের  ঘরে,ঝামেলা  নিজের  ঘরে,ঝামেলা  নিজের  ঘরে,2,1,0,0,6,0,Normal_comment,Nonbullying
হায়রে বিজ্ঞাপন,হায়রে বিজ্ঞাপন,হায়রে বিজ্ঞাপন,5,1,0,0,0,0,Normal_comment,Nonbullying
মানে কম দামে বেশি,মানে কম দামে বেশি,মানে কম দামে বেশি,2,1,0,0,0,0,Normal_comment,Nonbullying
কম দামে বাজারের সেরা পাঞ্জাবি কিনতে পেইজে ঘুরে আসুন,কম দামে বাজারের সেরা পাঞ্জাবি কিনতে পেইজে ঘুরে আসুন,কম দামে বাজারের সেরা পাঞ্জাবি কিনতে পেইজে ঘুরে আসুন,1,0,0,0,0,1,Normal_comment,Nonbullying
বৌদি মনে হয় আমটাকে দাদার বিচি ভেবেছিলো তাই তাই ওরম করছিল 🕵️‍♀️🕵️‍♀️🕵️‍♀️,বৌদি মনে হয় আমটাকে দাদার বিচি ভেবেছিলো তাই তাই ওরম করছিল 🕵️‍♀️🕵️‍♀️🕵️‍♀️,বৌদি মনে হয় আমটাকে দাদার বিচি ভেবেছিলো তাই তাই ওরম করছিল ,3,1,0,3,0,0,Normal_comment,Nonbullying
কি হলো বৌদি তোমার মেকআপ শেষ হয়েছে নাকি।।।।।।।। আজ কাল কেনো।।।,কি হলো বৌদি তোমার মেকআপ শেষ হয়েছে নাকি।।।।।।।। আজ কাল কেনো।।।,কি হলো বৌদি তোমার মেকআপ শেষ হয়েছে নাকি।।।।।।।। আজ কাল কেনো।।।,6,1,0,0,0,0,Normal_comment,Nonbullying
ভাই এইসব ভিগো মামনি দেরকে বাদ দিয়ে অন্য কোন ট্রপিক নিয়ে ভিডিও করো.....,ভাই এইসব ভিগো মামনি দেরকে বাদ দিয়ে অন্য কোন ট্রপিক নিয়ে ভিডিও করো,ভাই এইসব ভিগো মামনি দেরকে বাদ দিয়ে অন্য কোন ট্রপিক নিয়ে ভিডিও করো,49,1,5,0,1,0,Normal_comment,Nonbullying
ও বৌদি ১৫০ ওই গান টা শুনেছ,ও বৌদি ১৫০ ওই গান টা শুনেছ,ও বৌদি ১৫০ ওই গান টা শুনেছ,4,1,0,0,0,0,Normal_comment,Nonbullying
এই ভিডিও গুলো দেখে অনেক খারাপ ভাবছে হয়তো কিনতু  এটাও তো ঠীক তারা এরকম করে ছে বলে আমারএই দাদা এই ভিডিও বনাইছে  দাদা তুমি চালিয়ে যাও  খব ভালো লাগছে,এই ভিডিও গুলো দেখে অনেক খারাপ ভাবছে হয়তো কিনতু  এটাও তো ঠীক তারা এরকম করে ছে বলে আমারএই দাদা এই ভিডিও বনাইছে  দাদা তুমি চালিয়ে যাও  খব ভালো লাগছে,এই ভিডিও গুলো দেখে অনেক খারাপ ভাবছে হয়তো কিনতু  এটাও তো ঠীক তারা এরকম করে ছে বলে আমারএই দাদা এই ভিডিও বনাইছে  দাদা তুমি চালিয়ে যাও  খব ভালো লাগছে,0,1,0,0,10,3,Normal_comment,Nonbullying
এসব ভিডিও গুলো বন্ধ করা দরকার আমি কল কাতার প্রশাসনের দৃষ্টি আর্কষণ করছি,এসব ভিডিও গুলো বন্ধ করা দরকার আমি কল কাতার প্রশাসনের দৃষ্টি আর্কষণ করছি,এসব ভিডিও গুলো বন্ধ করা দরকার আমি কল কাতার প্রশাসনের দৃষ্টি আর্কষণ করছি,2,1,0,0,0,0,Normal_comment,Nonbullying
নন ভেজের উইস দেখে ক্লিক করে তো পুরা...😱😱😱😱😱😍😍😍😍😍😍😍😍😍,নন ভেজের উইস দেখে ক্লিক করে তো পুরা😱😱😱😱😱😍😍😍😍😍😍😍😍😍,নন ভেজের উইস দেখে ক্লিক করে তো পুরা,0,1,3,14,0,0,Normal_comment,Nonbullying
ও ভাই কেমন আছিস,ও ভাই কেমন আছিস,ও ভাই কেমন আছিস,0,1,0,0,0,0,Normal_comment,Nonbullying
এজে মেডাম রেশমি আপনে এতো কিছু  জানেন কেমনে,এজে মেডাম রেশমি আপনে এতো কিছু  জানেন কেমনে,এজে মেডাম রেশমি আপনে এতো কিছু  জানেন কেমনে,0,1,0,0,3,0,Normal_comment,Nonbullying
ভাই ঠিকানা  দারুণ বলেছিস,ভাই ঠিকানা  দারুণ বলেছিস,ভাই ঠিকানা  দারুণ বলেছিস,0,1,0,0,3,0,Normal_comment,Nonbullying
লাল জামা পরা ওটা মেয়ে বউদি নয়,লাল জামা পরা ওটা মেয়ে বউদি নয়,লাল জামা পরা ওটা মেয়ে বউদি নয়,0,1,0,0,0,0,Normal_comment,Nonbullying
"যদি বাচ্চার মতো হতো, তাহলে আর এতো গুলো মেয়েদের জীবন নষ্ট করতো না 😏😏😏",যদি বাচ্চার মতো হতো তাহলে আর এতো গুলো মেয়েদের জীবন নষ্ট করতো না 😏😏😏,যদি বাচ্চার মতো হতো তাহলে আর এতো গুলো মেয়েদের জীবন নষ্ট করতো না ,15,1,1,3,1,0,Normal_comment,Nonbullying
অকে...  নাকি... ওকে ???,অকে  নাকি ওকে,অকে  নাকি ওকে,19,1,9,0,3,0,Normal_comment,Nonbullying
"ঠিক বলছে তামিমা আপু নাসির ভাই বাচ্চা ছেলে, তামিমা আপুর বয়স তুলনাই নাসির ভাইয়া বাচ্চাই😄😄",ঠিক বলছে তামিমা আপু নাসির ভাই বাচ্চা ছেলে তামিমা আপুর বয়স তুলনাই নাসির ভাইয়া বাচ্চাই😄😄,ঠিক বলছে তামিমা আপু নাসির ভাই বাচ্চা ছেলে তামিমা আপুর বয়স তুলনাই নাসির ভাইয়া বাচ্চাই,0,1,1,2,0,0,Normal_comment,Nonbullying
বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,0,1,0,0,0,0,Normal_comment,Nonbullying
ও যেখানেই খেলুক বাট খেলুক।,ও যেখানেই খেলুক বাট খেলুক।,ও যেখানেই খেলুক বাট খেলুক।,0,1,0,0,0,0,Normal_comment,Nonbullying
আবার নতুন করে প্রেম।,আবার নতুন করে প্রেম।,আবার নতুন করে প্রেম।,7,1,0,0,0,0,Normal_comment,Nonbullying
তুই আর কোন দিন জাতীয়ো দলে তুই তো খেলবি মাঠের বাহীরে,তুই আর কোন দিন জাতীয়ো দলে তুই তো খেলবি মাঠের বাহীরে,তুই আর কোন দিন জাতীয়ো দলে তুই তো খেলবি মাঠের বাহীরে,0,1,0,0,0,0,Normal_comment,Nonbullying
ধু ধূ রুপ্রান্তর ছেড়ে আমার হৃদয়ের ঘাসে এসো,ধু ধূ রুপ্রান্তর ছেড়ে আমার হৃদয়ের ঘাসে এসো,ধু ধূ রুপ্রান্তর ছেড়ে আমার হৃদয়ের ঘাসে এসো,2,1,0,0,0,0,Normal_comment,Nonbullying
"আহ, সোনাগো আমার..",আহ সোনাগো আমার,আহ সোনাগো আমার,1,1,3,0,0,0,Normal_comment,Nonbullying
 সত্য কথা বলেন না ফাসি হবে  ,সত্য কথা বলেন না ফাসি হবে,সত্য কথা বলেন না ফাসি হবে,0,1,0,0,0,0,Normal_comment,Nonbullying
sotto kotha bolena fasi hbe,sotto kotha bolena fasi hbe,sotto kotha bolena fasi hbe,0,1,0,0,1,0,Normal_comment,Nonbullying
chota tui viral re,chota tui viral re,chota tui viral re,3,1,0,0,0,0,Normal_comment,Nonbullying
"একেই বলে জাতে মাতাল তালে ঠিক 🙃
",একেই বলে জাতে মাতাল তালে ঠিক 🙃,একেই বলে জাতে মাতাল তালে ঠিক ,4,1,0,1,0,0,Normal_comment,Nonbullying
সালা হাসার কোন ঠেগ থাকলে ভাল হতো😜😜😜😜😜,সালা হাসার কোন ঠেগ থাকলে ভাল হতো😜😜😜😜😜,সালা হাসার কোন ঠেগ থাকলে ভাল হতো,1,1,0,5,0,0,Normal_comment,Nonbullying
🤣🤣 akta jinis bissas holo j mittha bolte gele aktu holeo atkay.,🤣🤣 akta jinis bissas holo j mittha bolte gele aktu holeo atkay, akta jinis bissas holo j mittha bolte gele aktu holeo atkay,1,1,1,2,0,0,Normal_comment,Nonbullying
ডিজিটাল দেশ আল্লাহর দেওয়া বন্যা তো আর আটকানো যাবে না।,ডিজিটাল দেশ আল্লাহর দেওয়া বন্যা তো আর আটকানো যাবে না।,ডিজিটাল দেশ আল্লাহর দেওয়া বন্যা তো আর আটকানো যাবে না।,1,1,0,0,0,0,Normal_comment,Nonbullying
যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,0,1,0,0,0,0,Normal_comment,Nonbullying
সাংসদ হইতে যা যোগ্যতা লাগে তার ছিটেফোঁটাও নাই হিরো আলমের মাঝে।,সাংসদ হইতে যা যোগ্যতা লাগে তার ছিটেফোঁটাও নাই হিরো আলমের মাঝে।,সাংসদ হইতে যা যোগ্যতা লাগে তার ছিটেফোঁটাও নাই হিরো আলমের মাঝে।,0,1,0,0,0,0,Normal_comment,Nonbullying
আপনার মত সরকার দেশের শক্রু,আপনার মত সরকার দেশের শক্রু,আপনার মত সরকার দেশের শক্রু,20,1,0,0,0,0,Normal_comment,Nonbullying
প্রধানমন্ত্রী সঠিক কথাই বলেছেন।,প্রধানমন্ত্রী সঠিক কথাই বলেছেন।,প্রধানমন্ত্রী সঠিক কথাই বলেছেন।,3,1,0,0,0,0,Normal_comment,Nonbullying
প্রধানমন্ত্রী হিসেবে আপনার মুখের ভাষা আরো মার্জিত হওয়া উচিত,প্রধানমন্ত্রী হিসেবে আপনার মুখের ভাষা আরো মার্জিত হওয়া উচিত,প্রধানমন্ত্রী হিসেবে আপনার মুখের ভাষা আরো মার্জিত হওয়া উচিত,8,1,0,0,0,0,Normal_comment,Nonbullying
প্রধানমন্ত্রীর কাছে অনুরোধ পদ্মা সেতুর টোল যেন আরেকটু সহনীয় পর্যায়ে নিয়ে আসা হোক,প্রধানমন্ত্রীর কাছে অনুরোধ পদ্মা সেতুর টোল যেন আরেকটু সহনীয় পর্যায়ে নিয়ে আসা হোক,প্রধানমন্ত্রীর কাছে অনুরোধ পদ্মা সেতুর টোল যেন আরেকটু সহনীয় পর্যায়ে নিয়ে আসা হোক,3,1,0,0,0,0,Normal_comment,Nonbullying
হৃদয়ে আবেগের দোল দিয়ে গেলো ভিডিওটি😔 ,হৃদয়ে আবেগের দোল দিয়ে গেলো ভিডিওটি😔,হৃদয়ে আবেগের দোল দিয়ে গেলো ভিডিওটি,20,1,0,1,0,0,Normal_comment,Nonbullying
driverless ai nlp blog post on  https://www.h2o.ai/blog/detecting-sarcasm-is-difficult-but-ai-may-have-an-answer/ ,driverless ai nlp blog post on,driverless ai nlp blog post on,5,1,0,0,0,0,Meaningless,Nonsensical
amar bomi pai amar na amar dadar c6eler boyos  boc6or tai or gan sunle ki gan c6i,amar bomi pai amar na amar dadar c6eler boyos  boc6or tai or gan sunle ki gan c6i,amar bomi pai amar na amar dadar c6eler boyos  boc6or tai or gan sunle ki gan c6i,0,1,0,0,0,0,Meaningless,Nonsensical
"just monc h gkey talk, sd werew ",just monc h gkey talk sd werew,just monc h gkey talk sd werew,0,1,1,0,0,0,Meaningless,Nonsensical
djhfkaureo hdo ie j h ,djhfkaureo hdo ie j h,djhfkaureo hdo ie j h,10,1,0,0,0,0,Meaningless,Nonsensical
!!!one one one!!one icc!!,!!!one one!!one icc!!,!!!one one!!one icc!!,39,0,7,0,0,0,Meaningless,Nonsensical
rejguyjgially???,rejguyjgially,rejguyjgially,10,0,3,0,0,0,Meaningless,Nonsensical
highligg iujgghts | bangladse er esh vs papua new jgn kjhnv guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত-,highligg iujgghts | bangladse ar esh vs papua new jgn kjhnv guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত,highligg iujgghts | bangladse ar esh vs papua new jgn kjhnv guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত,0,1,3,0,0,1,Meaningless,Nonsensical
tiktok vj mgjgkaia,tiktok vj mgjgkaia,tiktok vj mgjgkaia,5,0,0,0,0,0,Meaningless,Nonsensical
g jgv cup to jj hjc vavhii bjfhc jcbi!!!!!! g hv e jeta jay!!!,g jgv cup to jj hjc vavhii bjfhc jcbi!!!!!! g hv e jeta jay!!!,g jgv cup to jj hjc vavhii bjfhc jcbi!!!!!! g hv e jeta jay!!!,2,1,9,0,0,0,Meaningless,Nonsensical
woh fcrld girls cup জয়ের jg  hgv বনা আছে নাhb chসিরের,woh fcrld girls cup জয়ের jg  hgv বনা আছে নাhb chসিরের,woh fcrld girls cup জয়ের jg  hgv বনা আছে নাhb chসিরের,2,1,0,0,3,0,Meaningless,Nonsensical
dcv t worgdh g zld cup 202jf chf1 at uae.,dcv t20 worgdh g zld cup 202jf chf1 at uae,dcv t20 worgdh g zld cup 202jf chf1 at uae,0,0,1,0,0,0,Meaningless,Nonsensical
hmm eirokom aro  ta] kg hgcv pe ewr apua gini daw.....?s,hmm eirokom aro  ta kg hgcv pe ewr apua gini daws,hmm eirokom aro  ta kg hgcv pe ewr apua gini daws,2,1,8,0,0,0,Meaningless,Nonsensical
]df kewioru we% ,df kewioru we43,df kewioru we43,0,1,2,0,0,0,Meaningless,Nonsensical
gfgh j th cup ta kont jgjo joss. dibi ni akdi gujk khaitam,gfgh j th cup ta kont jgjo joss dibi ni akdi gujk khaitam,gfgh j th cup ta kont jgjo joss dibi ni akdi gujk khaitam,0,1,1,0,0,0,Meaningless,Nonsensical
hgj  jkhkjk uiiyiu @#@$#@g#b,hgj  jkhkjk uiiyiu gb,hgj  jkhkjk uiiyiu gb,0,1,7,0,3,0,Meaningless,Nonsensical
af $%  e mi lfikss kortesi lord নাসির্দ্দা স্যার,af   e mi lfikss kortesi lord নাসির্দ্দা স্যার,af   e mi lfikss kortesi lord নাসির্দ্দা স্যার,0,1,2,0,3,0,Meaningless,Nonsensical
as jjds l sdf $% ,as jjds l9 sdf ,as jjds l9 sdf ,0,1,3,0,0,0,Meaningless,Nonsensical
r ek ja eiur &% 54f57 ,r ek ja eiur  54f57,r ek ja eiur  54f57,0,1,2,0,0,0,Meaningless,Nonsensical
etre te3t 46456m yyu 5boe ow bow na s,etre te3t 46456m yyu 5boe ow bow na s,etre te3t 46456m yyu 5boe ow bow na s,0,1,0,0,0,0,Meaningless,Nonsensical
r pam dnk re wrwer hjv is na,r pam dnk re wrwer hjv is na,r pam dnk re wrwer hjv is na,0,1,0,0,0,0,Meaningless,Nonsensical
hahase  re  দেওয়ার লজিকটা কি...?,hahase  re  দেওয়ার লজিকটা কি,hahase  re  দেওয়ার লজিকটা কি,0,0,4,0,6,0,Meaningless,Nonsensical
group ajk erh ob,গ্রুপ আজক এরঃ অবলজ,group ajk erh ob,0,0,0,1,3,0,Meaningless,Nonsensical
onnar jjhu u inis nia nia vagg fgloi lob toirehf hc hoicha,onnar jjhu u inis nia nia vagg fgloi lob toirehf hc hoicha,onnar jjhu u inis nia nia vagg fgloi lob toirehf hc hoicha,0,1,0,0,0,0,Meaningless,Nonsensical
se wer wet ey fh d,se wer wet ey fh d,se wer wet ey fh d,0,1,0,0,0,0,Meaningless,Nonsensical
nasir bhse wr eai klk amborkhana df sdfdekla ?,nasir bhse wr eai klk amborkhana df sdfdekla ?,s’ld et o buat,0,0,1,2,0,0,Meaningless,Nonsensical
"tamimdfsa ewer t a ke niye mate kelay,,",tamimdfsa ewer t a ke niye mate kelay,tamimdfsa ewer t a ke niye mate kelay,0,1,2,0,0,0,Meaningless,Nonsensical
se r t bangld lserje j khelay vala নাসইয়ে ফনল,se r t bangld lserje j khelay vala নাসইয়ে ফনল,se r t bangld lserje j khelay vala নাসইয়ে ফনল,0,1,0,0,0,0,Meaningless,Nonsensical
yes in friso লজ্রফ দশ n,yes in friso লজ্রফ দশ n,yes in friso লজ্রফ দশ n,0,1,0,0,0,0,Meaningless,Nonsensical
bolukসে ক্বেজল্রক্ব ,bolukসে ক্বেজল্রক্ব,bolukসে ক্বেজল্রক্ব,0,1,0,0,0,0,Meaningless,Nonsensical
"আস্কেজ ওয়ের এওি৫প৩ ল, ",আস্কেজ ওয়ের এওি৫প৩ ল,আস্কেজ ওয়ের এওি৫প৩ ল,0,1,1,0,0,0,Meaningless,Nonsensical
"hahahahahaস এরেওhh, o hosse nasir since ",hahahahahaস এরেওhh o hosse nasir since,hahahahahaস এরেওhh o hosse nasir since,0,1,1,0,0,0,Meaningless,Nonsensical
hahahahahাএ ৩ক,hahahahahাএ ৩ক,hahahahahাএ ৩ক,0,1,0,0,0,0,Meaningless,Nonsensical
সদফসদফ এওর্বে এও৫  ল্পজদস্ম ,সদফসদফ এওর্বে এও৫  ল্পজদস্ম,সদফসদফ এওর্বে এও৫  ল্পজদস্ম,0,0,0,0,3,0,Meaningless,Nonsensical
tikbena bee rw shidin… স্রজেওল ,tikbena bee rw shidin… স্রজেওল,tikbena bee rw shidin… স্রজেওল,0,1,0,0,0,0,Meaningless,Nonsensical
cha sdr webo 🧐🤔,cha sdr webo 🧐🤔,cha sdr webo ,0,0,0,2,0,0,Meaningless,Nonsensical
e wr weyr e63er,e wr weyr e63er,e wr weyr e63er,0,1,0,0,0,0,Meaningless,Nonsensical
"bol6i apni ki ranu mondal er sathei thaken? sobsmy to onar sathei video banan , jotosob",bol6i apni ki ranu mondal ar sathei thaken sobsmy to onar sathei video banan  jotosob,bol6i apni ki ranu mondal ar sathei thaken sobsmy to onar sathei video banan  jotosob,0,1,2,0,3,0,Meaningless,Nonsensical
unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen.,unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen,unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen,0,1,1,0,3,1,Meaningless,Nonbullying
kaka dayস এও রে mama nয়াসে ai,kaka dayস এও রে mama nয়াসে ai,kaka dayস এও রে mama nয়াসে ai,0,0,0,0,0,0,Meaningless,Nonsensical
jutar chap ac সের ওয়েট এও রe!!!,jutar chap ac সের ওয়েট এও রe!!!,jutar chap ac সের ওয়েট এও রe!!!,0,1,3,0,0,0,Meaningless,Nonsensical
hahahআস রার্বে ahah,hahahআস রার্বে ahah,hahahআস রার্বে ahah,0,1,0,0,0,0,Meaningless,Nonsensical
সে ওয়ের ওত য় তীর ত,সে ওয়ের ওত য় তীর ত,সে ওয়ের ওত য় তীর ত,0,1,0,0,0,0,Meaningless,Nonbullying
সে এওলদ  কয়?,সে এওলদ  কয়,সে এওলদ  কয়,0,0,1,0,3,0,Meaningless,Nonbullying
সদ লজে জন্দজ সে ,সদ লজে জন্দজ সে,সদ লজে জন্দজ সে,0,1,0,0,0,0,Meaningless,Nonsensical
aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up,0,1,0,1,0,0,Meaningless,Nonsensical
bantদ ফেরদ্ভফ স্ফদজফ্লজেল khana.........🤣,bantদ ফেরদ্ভফ স্ফদজফ্লজেল khana🤣,bantদ ফেরদ্ভফ স্ফদজফ্লজেল khana,0,1,9,1,0,0,Meaningless,Nonsensical
"ffbd is, 😂😂😂😂😂😂😂",ffbd is 😂😂😂😂😂😂😂,ffbd is ,0,0,1,7,0,0,Meaningless,Nonsensical
সদ এও গ এওের dfe wrew ds,সদ এও গ এওের dfe wrew ds,সদ এও গ এওের dfe wrew ds,0,1,0,0,0,0,Meaningless,Nonsensical
o vase wr wei 😀😀,o vase wr wei 😀😀,o vase wr wei ,0,1,0,2,0,0,Meaningless,Nonbullying
video ta sup,video ta sup,video ta sup,0,1,0,0,0,0,Meaningless,Nonbullying
dipjbgh ol🔥,dipjbgh ol🔥,dipjbgh ol,0,1,0,1,0,0,Meaningless,Nonbullying
level  ujfh হহফহ হভbhai ........😂😂😂😂😂😂😃😃😆😆,level  ujfh হহফহ হভbhai 😂😂😂😂😂😂😃😃😆😆,level  ujfh হহফহ হভbhai ,0,1,8,10,3,0,Meaningless,Nonbullying
dadur bichi fulহ মহগফ তি ko luchi😂😂,dadur bichi fulহ মহগফ তি ko luchi😂😂,dadur bichi fulহ মহগফ তি ko luchi,0,1,0,2,0,0,Meaningless,Nonbullying
