comments,likes,Related_to_post,Bsentiment,label
"nasir,ghore boshe eto boro shopno dekhio na...",0,1,Normal_comment,Nonbullying
hmm football a world cup anbo,0,1,Normal_comment,Neutral
after seeing the interview this is very sure that none of them r enough educated.,28,1,Normal_comment,Nonbullying
no chance for come back. stay in backstage with abnormal dream...,5,1,Normal_comment,Nonbullying
kane kane koise english e start koro🤣🤣🤣,84,1,Normal_comment,Neutral
ki chilo eta🤣🤣🤣🤣🤣🤣,0,1,Normal_comment,Neutral
amra ettow obujh na ....j english bujhi na🤣.....amra sob e bujhi,1,1,Normal_comment,Neutral
oke o shobdo ta first shunlam wow,0,1,Normal_comment,Neutral
sudhu prem korar manosikota ache,1,1,Normal_comment,Neutral
ki vasha allah go,6,1,Normal_comment,Neutral
khela shomporke kichu vujena ..😂 tar thekeo boro khela khele boro mat e eshb cricket khela ki vujve chesra mohila,0,1,Normal_comment,Neutral
you tube a ha ha react korar option thakle vlo hoto,4,1,Normal_comment,Neutral
bangladesh  er cricket team e sob dhemna ra vorti...sob meyebaz besir vaag,0,1,Normal_comment,Neutral
ha ha ha..kany kany koicy english a khota koito,2,1,Normal_comment,Neutral
kane kane giye bolse englishe kota bolo😆😆😆😆,0,1,Normal_comment,Neutral
ki english maire😆😆😆😆😆,0,1,Normal_comment,Neutral
what you are trying to prove by this video? you are not at all a man of good heart.. try to be a good man instead always thinking of your profit.. shame..,0,1,Normal_comment,Nonbullying
ranu mondol er nightyr sathe jutor color ta thik match holo na..,0,1,Normal_comment,Nonbullying
vai ei video na kore lithium test koran dr. dekhan tate ranu di valo thakbe esob video koro na.....,0,1,Normal_comment,Nonbullying
aise aurat ko kuch bhi nahi dena hai,0,1,Normal_comment,Neutral
kano birokto korso tomader gali sunai uchit,0,1,Normal_comment,Neutral
"ranu mandol khub chalak ,sobar theka khuje khuje jenes nai",0,1,Normal_comment,Neutral
ranu di ei sob deserve kore na uni rana ghater station er e joggota bsi khaite peye ohongkar hoyegeche,0,1,Normal_comment,Neutral
puro vdo dklm dada. onar mathar prblm. to kichu mone korona,0,1,Normal_comment,Nonbullying
all are acting.,1,1,Normal_comment,Nonbullying
ranu mandal  jakhan rly stion gan giyeshilo tokon khabar peto na  akhan tar bahaduri,0,1,Normal_comment,Nonbullying
uner chikitsa proyojon  oner manosik problem ache,0,1,Normal_comment,Nonbullying
dujon  e khub chotolok,0,1,Normal_comment,Neutral
ader video kore naki,0,1,Normal_comment,Neutral
tomra bhison behaya ei pagaltake nie porecho vdo banabar jonyo,0,1,Normal_comment,Neutral
berger can not be a gentle,0,1,Normal_comment,Neutral
r kew nai na parisna onno karo sate video korte,0,1,Normal_comment,Nonbullying
kano gift den,1,1,Normal_comment,Neutral
jemon tui temon o 😂😂😂😂😂,0,1,Normal_comment,Neutral
j bojhena take dite jao kano dada? ......ato baje kotha bole tao jao kno tumi?,2,1,Normal_comment,Nonbullying
why you people are disturbing a woman.what do you want to prove.??? don't do like this type off attitude.your video cannot be popular.,0,1,Normal_comment,Nonbullying
onar mathar problem acha... onake birokto na kora onake sobai mila doctor dekhan please😫🙏🙏💓,0,1,Normal_comment,Nonbullying
sob thik chilo dada ... but dinosaur er bichi hoina 😂,0,1,Normal_comment,Neutral
boudir nam ke go...  🤣🤣🤣,1,1,Normal_comment,Nonbullying
asob video gulo bondho kra dorkar kolkatar proshashoner drishti akorshon korchi,2,1,Normal_comment,Neutral
sarbonas para😂,1,1,Normal_comment,Neutral
jamuna group er nijisso sompotti.,0,1,Normal_comment,Nonbullying
aibar thik ase to naki,0,1,Normal_comment,Neutral
kire vala achotti tui,0,1,Normal_comment,Nonbullying
ai kittam tor kota huni matha ghurer,0,1,Normal_comment,Nonbullying
kiare oda tor hora lehi ki tonge utcheni,0,1,Normal_comment,Nonbullying
ai bal ar deha acher ,0,1,Normal_comment,Neutral
chinail ar gorer chinail kam kaij bad di hori rochot killai,0,1,Normal_comment,Neutral
taltibalti kom kor togo jalay thahon gelona,0,1,Normal_comment,Nonbullying
ago anne agun kita koyn?,0,1,Normal_comment,Nonbullying
oda tui koitte aichot,0,1,Normal_comment,Neutral
রানু মণ্ডল কে দিয়ে গান নয় আবাসিক হোটেল চলা দরকার,2,1,Normal_comment,Neutral
দাদ তোমার বাড়ী কি কুচবিহারে ,0,1,Normal_comment,Neutral
একদম ঠিক হয়নি video  ঠা করা!! fltu mentality!! orao manus...tmr vaggo valo tmr familyr kew prostitue na,0,1,Normal_comment,Neutral
এরকম একটা মেয়ে যদি আমার বেটার বউ হতো ,1,1,Normal_comment,Neutral
বৌমাকে বাজে কথা বলবে আবার তার ইনকাম ও খাবে!!,1,1,Normal_comment,Neutral
ঈশ এই রকম যদি আমার সাথে হইতো 🙃.  😄,2,1,Normal_comment,Neutral
"রানু মণ্ডল... গান গাইতে পারেনা, একদম ফালতু গান গায়...আর এতো অংংকার কিসের... বাবা ....সেলেব্রেটি",3,1,Normal_comment,Neutral
dawat paitam tahole ekta kotha cilo..tokhon  news sunleo valo lagto...r ekhon sukno mukhe raag hocche😡,0,1,Normal_comment,Neutral
"ভারত রেপিস্ট দের দেশ হয়ে আছে, যে দেশে মা মেয়েদের কোনো সম্মান নাই সেই দেশের কোনোদিন কিছু হবেনা",0,1,Normal_comment,Neutral
আল্লাহ তুমি পরি মনিকে বানর বানিয়ে দাও.যেনও এই মহিলা কে তোমার ভয়ে বাকিরা পর্দা করে...আল্লাহ এসব তুমি কেমনে সহ্য কর? পরি মনির কবরের আযাব তুমি সারা পৃথিবীর সবাইকে দেখিয়ে দিও আল্লাহ পরি মনির থেকে তুমি সকল পুরুষ কে হেফাজত কর,0,1,Normal_comment,Neutral
ভাই ইন্ডিয়ানরা কিছু পড়লে সমস্যা নাই কিন্তু পরি মনি পরলে সমস্যা 🤨🤨🤔,0,1,Normal_comment,Neutral
ভাই ইমরান হাশমি নাকি 😂😂😂😂😂,1,1,Normal_comment,Neutral
নিশ্চই কোনো নাটাক বা সিনেমার দৃশ্য😅😅😂😂,0,1,Normal_comment,Neutral
আমার মনে হচ্ছে আপনি মানুষ না  / যদি মানুষ হতেন তাহলে কোনো ধর্ম নিয়ে রঙ তামাশা করতেন না  / নাস্তিক আপনি ,0,1,Normal_comment,Nonbullying
good work ...but দূর্নীতি দেশে এত যে এই গুলো সাত দিন পর ই খুলে যাবে…,0,1,Normal_comment,Neutral
ভাই এটা তামিমা আপু নয় যে এত সহজে পেয়ে যাবেন,76,1,Normal_comment,Nonbullying
তুমি না বললেও চলবে,18,1,Normal_comment,Neutral
নাসিরের আরেক বিয়ে করার সম্ভাবনা রয়েছে __****,19,1,Normal_comment,Neutral
বিশ্বকাপ যদি একটা বউ এর নাম হত তাহলে যেটা যেত,74,1,Normal_comment,Neutral
সবাই সাবধানে থাইকেন .. কু নজর পড়তে পারে,21,1,Normal_comment,Nonbullying
"ঠিক যেমন টা নাসিরের  national team এ ফেরত আসা, lol",7,1,Normal_comment,Neutral
বউ চুরি করা সহজ  world cop না,2,1,Normal_comment,Neutral
ওয়ার্ল্ড কাপ তো তামিমা ভাবি !!!!!! চাইলেই যেতা যায়!!!,2,1,Normal_comment,Neutral
দাদা আন্নে তো আর এইক জনের world cup নিয়ে আইসেন,2,1,Normal_comment,Neutral
তেল মেরে লাভ নাই,2,1,Normal_comment,Neutral
ভালো একটা প্লেয়ার ছিলো নিজের হাতে ক্যারিয়ার ধ্বংস করে এখন নিউজ রিপরটিং এ ব্যাস্ত,2,1,Normal_comment,Nonbullying
আপনার মত কাপ কেউ মারতে পারবেনা,0,1,Normal_comment,Neutral
এই গুলো বলে টিম এ আসার সুযোগ নাই,0,1,Normal_comment,Neutral
এই অমানুষের জন্য কমেন্ট করা আর নেওয়াটা ও বোকামি,0,1,Normal_comment,Nonbullying
কমেন্ট পড়তে ভালোই লাগছে ,0,1,Normal_comment,Nonbullying
টিকবেনা বেশিদিন...,0,1,Normal_comment,Neutral
শুধু প্রেম করার মানসিকতা আছে,1,1,Normal_comment,Neutral
কি ভাষা আল্লাহ গো ,6,1,Normal_comment,Neutral
বাংলাদেশ ক্রিকেট টিমে সব ধেমানরা ভুর্তি … সব মেয়েবাজ বেশির ভাগ,0,1,Normal_comment,Neutral
তোমাকে সবাই খেলুক,0,1,Normal_comment,Neutral
দুনিয়ার এটিচিউড 😏😏😏😏🤨,0,1,Normal_comment,Neutral
এই ধরনের মহিলাকে কিছু ই দিতে নেই,0,1,Normal_comment,Neutral
দজন ই খুব ছোট লোক,0,1,Normal_comment,Neutral
সর্বনাশ পারা😂,1,1,Normal_comment,Neutral
যমুনা গ্রুপের নিজস্ব সম্পত্তি,0,1,Normal_comment,Nonbullying
এই কিত্তাম তোর কতা হুনির মাতা ঘুরেরে ,0,1,Normal_comment,Nonbullying
কিয়ারে অডা তোর হড়া লেহা কি টঙ্গে উথছেনি ,0,1,Normal_comment,Nonbullying
এই বাল আঁর দেআ আছে।,0,1,Normal_comment,Neutral
"ছিনাইলের ঘরের ছিনাইল, কাজ কাম বা্যাক হড়ি রইছে ব্যানাইল",0,1,Normal_comment,Neutral
টাল্টিবাল্টি কম কর তোগো জালায় থাহন গেলনা,0,1,Normal_comment,Nonbullying
"এগো, আন্নে এগিন কইত্তুন হিক্সেন",0,1,Normal_comment,Nonbullying
অডা তুই কইততে আইয়ের,0,1,Normal_comment,Nonbullying
ওমা আননে দেহি নোয়াখাইল্লা ভাষা বেকগিন হারেন,0,1,Normal_comment,Nonbullying
তুই কি হাগল অই গেছত্তি,0,1,Normal_comment,Nonbullying
দাদা তুমি অন্য কোনো ভিডিও বানাও ওনার কাছে যেও না এক জন ফালতু মহিলা কথা শুনলে মাথা গরম হয়ে যায়,4,1,Normal_comment,Nonbullying
কেনো বিরক্ত করেন এত ভিডিও না বানিয়ে ডাক্তার দেখাও তাহলে একটা ভালো কাজ করবে,17,1,Normal_comment,Nonbullying
"তোমরা একটা মানুষকে পাগল করে  ছারবে এটা ঠিক না একজন মানুষকে সুস্থতা করে তোলো তোমরা সবাই বিরক্ত করে তুলছো তোমরা সবাই পাগল কেনো রানুকে তোমরা খুব অন্নায় করছো,,",48,1,Normal_comment,Neutral
ভুবন দা বিশাল বাড়ি করে নিল ইনার কথার জন্য কিছু হলো না ।কেনো যে সবাই যায়।,9,1,Normal_comment,Neutral
"একজন পাগল কে নিয়ে এসব ঠিক না,  তাকে তার মতো থাকতে দেওয়া উচিত",6,1,Normal_comment,Neutral
একজনের শারীরিক  এবং মানসিক  অসুবিধার কথা জেনেও তাকে বিরক্ত করছিস।।,0,1,Normal_comment,Nonbullying
তুই ওখানে যাস কেন বার বার??,1,1,Normal_comment,Neutral
তোদের একটুও লজ্জা নেই।।,0,1,Normal_comment,Neutral
এভাবে কত টাকা রোজগার হয় তোমাদের?,0,1,Normal_comment,Neutral
ওই তারকাটা  কাছে যান কেন। dada,0,1,Normal_comment,Neutral
এই তারকাটার কাছে যেও না দাদা,5,1,Normal_comment,Neutral
কেন উলুবনে মুক্ত ছড়িয়ে সময় নষ্ট করছো ?,0,1,Normal_comment,Nonbullying
তোমরা কেন যাও ফালতু টাকা খরচা করে,0,1,Normal_comment,Neutral
"ওনার কথা শুনে হাসি পাওয়ার কিছু নাই উনি তো মানসিক ভাবে ক্ষতিগ্রস্থ , এই ছেলেগুলো ওনাকে সম্পুর্ন পাগল না করে ছাড়বে না , সবাই প্রতিবাদ করেন 😡😡😡",1,1,Normal_comment,Neutral
এমন কোনো জিনিস দাও যেটা উনার সত্যিই  খুবই প্রয়োজন। অপ্রয়োজনীয় জিনিস দেওয়া ঠিক না।,0,1,Normal_comment,Nonbullying
"ওনার কথা শুনে হাসি পাওয়ার কিছু নাই উনি তো মানসিক ভাবে ক্ষতিগ্রস্থ , এই ছেলেগুলো ওনাকে সম্পুর্ন পাগল না করে ছাড়বে না , সবাই প্রতিবাদ করেন 😡😡😡",0,1,Normal_comment,Nonbullying
ভাই এই মহিলার লোব বেশি কিছু না নিলে দেখি খারাপ বাসায় কথা বলে,2,1,Normal_comment,Neutral
একজন অসুস্থ মানুষকে বিভ্রান্ত করার জন্য তোমাদের নামে fir করা উচিত 😡😡😡😡😡😡😡😡,1,1,Normal_comment,Neutral
এদের কিছুই হয় না আর যারা ভালো হয়ে চলে তাদের  টাই সুস্থ থাকেনা,2,1,Normal_comment,Neutral
যারা এই অবস্থায় এসব করে তাদের    বাচ্চারা সুস্থ হয়।যারা ভালো হয়ে চলে তাদের বাচ্চারা অসুস্থ  হয় কেনো?,28,1,Normal_comment,Neutral
"এসব সাংবাদিক  রা আছে বলেই পরিমনিরা উতসাহ  পায়,",77,1,Normal_comment,Neutral
এইসব জিনিস ভাইরাল করার কি আছে এতো  জানিনা 😒😒😤😤,65,1,Normal_comment,Neutral
দশে মিলে করলো কাজ বাবা হলেন শরিফুল রাজ😂😂😂,5,1,Normal_comment,Neutral
"যা শুরু করছে এরা, ,,,,  আশা করি নরমাল ডেলিভারি ও লাইভ দেখতে পারবো।😶😶😶😶",11,1,Normal_comment,Neutral
কোন মুসলিম মেয়ে এ ধরনের ছবি পোষ্ট করার আগে দুবার ভাববে। আর তার স্বামিইবা কোন পরিবারের ছেলে।,60,1,Normal_comment,Neutral
আসলেই ছোট লোক।অল্পো পানির মাছ  বেশি পানিতে আসলে যা হয়,43,1,Normal_comment,Neutral
আর কোনো খবর নাই বলার জন্য।এই সব নষ্টামীর ছবি না দেখেইলে ভালো হয়।ভালো কোনো উদাহরন দেন মা নিয়ে।,12,1,Normal_comment,Neutral
"সেই একমাস আগে শুনলাম বিয়ে হলো এখন আবার বাচ্চা,পেট দেখে মনে হয় ৮ মাসের,বাচ্চাটা আসলো কবে",17,1,Normal_comment,Neutral
দোয়া করি পরি মনির একদিন সানাইয়ের মতো হবে,24,1,Normal_comment,Nonbullying
"পেট থেকে কি বের,হয়... আল্লাই জানে",25,1,Normal_comment,Neutral
"কি একটা ছবি দিয়েছে নিজের, হায়রে!",8,1,Normal_comment,Neutral
ফালতু নিউজ,11,1,Aggressive,Neutral
আগে পরিমনির বিচার হওয়ার দরকার,0,1,Normal_comment,Neutral
এটার সাথে মা দিবসের কি সম্পর্ক আছে?,1,1,Normal_comment,Nonbullying
"এইসব মিডিয়ার খেয়ে কোন কাজ নাই, কিছু একটা করে তো খাইতে হবে।",11,1,Normal_comment,Neutral
বেবি বাম্প তো কাপড়ের ওপর থেকেও দেখানো যেত। সরাসরি পেট দেখানো কি দরকার ছিলো? অযথা!!,0,1,Normal_comment,Neutral
ফালতু নিউজ,7,1,Aggressive,Neutral
"যে, মানুষকে দেখাচ্ছেন,, তেমনি আল্লাহতালা দেখচ্ছেন,,",2,1,Normal_comment,Nonbullying
"শুরু করছে এরা, ,,,,  আশা করি নরমাল ডেলিভারি ও লাইভ দেখতে পারবো",0,1,Normal_comment,Neutral
যত ফালতু নিউজ এই চ্যানেলে,6,1,Aggressive,Neutral
এইসব কি বাড়াবাড়ির একটা সীমা আছে ছি থু,14,1,Normal_comment,Neutral
এসব জিনিস নিউজ করার কি আছে।,0,1,Normal_comment,Nonbullying
দয়া করে কিছু ভালো তা প্রাচার করেন,7,1,Normal_comment,Nonbullying
"মাথা  খারাপ  হয়ে  গেছে  না হলে এই খবর  করে,,",3,1,Normal_comment,Neutral
প্রশ্ন একটাই বাচ্চাটা কার??? 😁🙂,0,1,Normal_comment,Neutral
"এই সব নিউজ করে কি পান জানি না,,,। পৃথিবী কি কেয়ামতের পাশাপাশি,,,?",1,1,Normal_comment,Neutral
কেয়ামতের আরেকটি লক্ষণ।,0,1,Normal_comment,Neutral
এই ছবি  দেয় ছি ছি,9,1,Normal_comment,Neutral
এত অসুস্থ মন মাইন্ড কি করে হয় মানুষের,0,1,Normal_comment,Neutral
সবাই মিলে করছে কাজ বাবা হইছে শরিফুল রাজ,0,1,Normal_comment,Neutral
নংরা লোক ই edit করে অন্য কাউকে নিয়ে নোংরামি করে।,0,1,Normal_comment,Neutral
এসব পালতু ছবি কেন যে দেখায়,1,1,Normal_comment,Nonbullying
সাংবাদিক এর নাতিনের নানীরে খালিঘর 🤒,0,1,Normal_comment,Neutral
নষ্টামির একটা সিমা থাকা দরকার,0,1,Aggressive,Bullying
আল্লাহ তোমার কাছে বিচার দিলাম,0,1,Normal_comment,Nonbullying
ছেলে বাবু হবে,0,1,Normal_comment,Nonbullying
এরা নিজেদেরকে মুসলমান  ভাবে কি করে,0,1,Normal_comment,Neutral
ওদের ই কি বেবী হয় আর কারো কি হয় না আপনারা কি কোনো কাজ পান না,0,1,Normal_comment,Neutral
"দশে মিলে করলো কাজ,",0,1,Normal_comment,Neutral
জাহান্নামে আগুনে জলবে এগুলো,0,1,Normal_comment,Neutral
আলহাদুলিল্লাহ বলবো নাকি  নাউজুবিল্লাহ বলবো বুঝতাছনা।।,0,1,Normal_comment,Neutral
বিজয় টিভির খাই দাই আর কোনো কাজ নাই।,1,1,Normal_comment,Neutral
আর কত কি দেখব।,2,1,Normal_comment,Neutral
ছি ছি লজ্জা শরম নাই,0,1,Normal_comment,Neutral
কার সন্তানের  কে বাবা?  সারোগোছি বাবা??,0,1,Normal_comment,Neutral
নবজাতক কার 🙈,0,1,Normal_comment,Neutral
দশের লাঠি একের বোঝা,0,1,Normal_comment,Neutral
এই রকম ছবি বাংলাদেশের কেউ আগে অনলাইনে ছারছে বলে জানা নেই।,3,1,Normal_comment,Neutral
"কে কে এই আন্টনি খেলতে চাও, জানাও, ,",1,1,Normal_comment,Neutral
"ছি,ছি,ছি",0,1,Normal_comment,Neutral
নাউজুবিল্লাহ,1,1,Normal_comment,Neutral
ছি ছি,0,1,Normal_comment,Neutral
দশে মিলে করছে কাজ বাবা হচ্ছেন শরিফুল রাজ😂😂😂😂😂😂,0,1,Normal_comment,Neutral
সাব্বির ভাই রে  কঙ্গোর একটা মেয়ের সাথে বিয়ে দিয়ে দাও।,1,1,Normal_comment,Nonbullying
আজীবন নিষিদ্ধ করা হোক।,0,1,Normal_comment,Neutral
ওর মতো ক্রিকেটার বাংলাদেশে কোন প্রয়োজন নেই।,0,1,Normal_comment,Nonbullying
"আমি মনে করি,বাংলাদেশ জাতীয় দলে খেলার অধিকার সাব্বির এর নেই........এই ধরনের খেলোয়ার এখন বাংলাদেশ জাতীয় দলে না থাকাটা ভালো...",0,1,Normal_comment,Nonbullying
বাদ বাদ,1,1,Normal_comment,Neutral
এদের কে দলথেকে বাধ দেওয়া উচিত,3,1,Normal_comment,Nonbullying
হাই,1,1,Normal_comment,Nonbullying
পালতু কথা,1,1,Normal_comment,Nonbullying
থালা নিয়ে ফুটপাতে দাড়ায়ে দাও।,0,1,Normal_comment,Nonbullying
ছাব্বিরকে বাদ দেওয়া হোক,0,1,Normal_comment,Nonbullying
চাপা,0,1,Normal_comment,Neutral
সাব্বির এর মত ক্রিকেটে বাংলাদেশ কোন প্রয়োজন নেই,2,1,Normal_comment,Neutral
কত টাকা দিলো,2,1,Normal_comment,Neutral
ভাই জান আমারে একটা গিফট করেন,3,1,Normal_comment,Neutral
দুই একদিনেই ব্যবহার করবো প্রিয়,1,1,Normal_comment,Neutral
দাম কত ভাই,2,1,Normal_comment,Nonbullying
ঝামেলা  নিজের  ঘরে,2,1,Normal_comment,Nonbullying
হায়রে বিজ্ঞাপন,5,1,Normal_comment,Nonbullying
মানে কম দামে বেশি,2,1,Normal_comment,Neutral
কম দামে বাজারের সেরা পাঞ্জাবি কিনতে পেইজে ঘুরে আসুন,1,0,Normal_comment,Nonbullying
বৌদি মনে হয় আমটাকে দাদার বিচি ভেবেছিলো তাই তাই ওরম করছিল 🕵️‍♀️🕵️‍♀️🕵️‍♀️,3,1,Normal_comment,Nonbullying
কি হলো বৌদি তোমার মেকআপ শেষ হয়েছে নাকি।।।।।।।। আজ কাল কেনো।।।,6,1,Normal_comment,Nonbullying
ভাই এইসব ভিগো মামনি দেরকে বাদ দিয়ে অন্য কোন ট্রপিক নিয়ে ভিডিও করো.....,49,1,Normal_comment,Nonbullying
ও বৌদি ১৫০ ওই গান টা শুনেছ,4,1,Normal_comment,Nonbullying
এই ভিডিও গুলো দেখে অনেক খারাপ ভাবছে হয়তো কিনতু  এটাও তো ঠীক তারা এরকম করে ছে বলে আমারএই দাদা এই ভিডিও বনাইছে  দাদা তুমি চালিয়ে যাও  খব ভালো লাগছে,0,1,Normal_comment,Nonbullying
এসব ভিডিও গুলো বন্ধ করা দরকার আমি কল কাতার প্রশাসনের দৃষ্টি আর্কষণ করছি,2,1,Normal_comment,Neutral
নন ভেজের উইস দেখে ক্লিক করে তো পুরা...😱😱😱😱😱😍😍😍😍😍😍😍😍😍,0,1,Normal_comment,Neutral
ও ভাই কেমন আছিস,0,1,Normal_comment,Nonbullying
এজে মেডাম রেশমি আপনে এতো কিছু  জানেন কেমনে,0,1,Normal_comment,Nonbullying
ভাই ঠিকানা  দারুণ বলেছিস,0,1,Normal_comment,Nonbullying
লাল জামা পরা ওটা মেয়ে বউদি নয়,0,1,Normal_comment,Nonbullying
"যদি বাচ্চার মতো হতো, তাহলে আর এতো গুলো মেয়েদের জীবন নষ্ট করতো না 😏😏😏",15,1,Normal_comment,Neutral
অকে...  নাকি... ওকে ???,19,1,Normal_comment,Neutral
"ঠিক বলছে তামিমা আপু নাসির ভাই বাচ্চা ছেলে, তামিমা আপুর বয়স তুলনাই নাসির ভাইয়া বাচ্চাই😄😄",0,1,Normal_comment,Neutral
বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,0,1,Normal_comment,Neutral
ও যেখানেই খেলুক বাট খেলুক।,0,1,Normal_comment,Neutral
আবার নতুন করে প্রেম।,7,1,Normal_comment,Neutral
তুই আর কোন দিন জাতীয়ো দলে তুই তো খেলবি মাঠের বাহীরে,0,1,Normal_comment,Nonbullying
ধু ধূ রুপ্রান্তর ছেড়ে আমার হৃদয়ের ঘাসে এসো,2,1,Normal_comment,Nonbullying
"আহ, সোনাগো আমার..",1,1,Normal_comment,Nonbullying
 সত্য কথা বলেন না ফাসি হবে  ,0,1,Normal_comment,Neutral
sotto kotha bolena fasi hbe,0,1,Normal_comment,Neutral
chota tui viral re,3,1,Normal_comment,Nonbullying
"একেই বলে জাতে মাতাল তালে ঠিক 🙃
",4,1,Normal_comment,Nonbullying
সালা হাসার কোন ঠেগ থাকলে ভাল হতো😜😜😜😜😜,1,1,Normal_comment,Nonbullying
🤣🤣 akta jinis bissas holo j mittha bolte gele aktu holeo atkay.,1,1,Normal_comment,Nonbullying
ডিজিটাল দেশ আল্লাহর দেওয়া বন্যা তো আর আটকানো যাবে না।,1,1,Normal_comment,Nonbullying
যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,0,1,Normal_comment,Nonbullying
সাংসদ হইতে যা যোগ্যতা লাগে তার ছিটেফোঁটাও নাই হিরো আলমের মাঝে।,0,1,Normal_comment,Nonbullying
আপনার মত সরকার দেশের শক্রু,20,1,Normal_comment,Nonbullying
প্রধানমন্ত্রী সঠিক কথাই বলেছেন।,3,1,Normal_comment,Nonbullying
প্রধানমন্ত্রী হিসেবে আপনার মুখের ভাষা আরো মার্জিত হওয়া উচিত,8,1,Normal_comment,Nonbullying
প্রধানমন্ত্রীর কাছে অনুরোধ পদ্মা সেতুর টোল যেন আরেকটু সহনীয় পর্যায়ে নিয়ে আসা হোক,3,1,Normal_comment,Nonbullying
হৃদয়ে আবেগের দোল দিয়ে গেলো ভিডিওটি😔 ,20,1,Normal_comment,Nonbullying
driverless ai nlp blog post on  https://www.h2o.ai/blog/detecting-sarcasm-is-difficult-but-ai-may-have-an-answer/ ,5,1,Meaningless,Neutral
amar bomi pai amar na amar dadar c6eler boyos  boc6or tai or gan sunle ki gan c6i,0,1,Meaningless,Neutral
"just monc h gkey talk, sd werew ",0,1,Meaningless,Neutral
djhfkaureo hdo ie j h ,10,1,Meaningless,Neutral
!!!one one one!!one icc!!,39,0,Meaningless,Neutral
rejguyjgially???,10,0,Meaningless,Neutral
highligg iujgghts | bangladse er esh vs papua new jgn kjhnv guinea | বাংলাদেশের অসাধারণ জয়ে সুপার টুয়েলভ নিশ্চিত-,0,1,Meaningless,Neutral
tiktok vj mgjgkaia,5,0,Meaningless,Neutral
g jgv cup to jj hjc vavhii bjfhc jcbi!!!!!! g hv e jeta jay!!!,2,1,Meaningless,Neutral
woh fcrld girls cup জয়ের jg  hgv বনা আছে নাhb chসিরের,2,1,Meaningless,Neutral
dcv t worgdh g zld cup 202jf chf1 at uae.,0,0,Meaningless,Neutral
hmm eirokom aro  ta] kg hgcv pe ewr apua gini daw.....?s,2,1,Meaningless,Neutral
]df kewioru we% ,0,1,Meaningless,Neutral
gfgh j th cup ta kont jgjo joss. dibi ni akdi gujk khaitam,0,1,Meaningless,Neutral
hgj  jkhkjk uiiyiu @#@$#@g#b,0,1,Meaningless,Neutral
af $%  e mi lfikss kortesi lord নাসির্দ্দা স্যার,0,1,Meaningless,Neutral
as jjds l sdf $% ,0,1,Meaningless,Neutral
r ek ja eiur &% 54f57 ,0,1,Meaningless,Neutral
etre te3t 46456m yyu 5boe ow bow na s,0,1,Meaningless,Neutral
r pam dnk re wrwer hjv is na,0,1,Meaningless,Neutral
hahase  re  দেওয়ার লজিকটা কি...?,0,0,Meaningless,Neutral
group ajk erh ob,0,0,Meaningless,Neutral
onnar jjhu u inis nia nia vagg fgloi lob toirehf hc hoicha,0,1,Meaningless,Neutral
se wer wet ey fh d,0,1,Meaningless,Neutral
nasir bhse wr eai klk amborkhana df sdfdekla ?,0,0,Meaningless,Neutral
"tamimdfsa ewer t a ke niye mate kelay,,",0,1,Meaningless,Neutral
se r t bangld lserje j khelay vala নাসইয়ে ফনল,0,1,Meaningless,Neutral
yes in friso লজ্রফ দশ n,0,1,Meaningless,Neutral
bolukসে ক্বেজল্রক্ব ,0,1,Meaningless,Neutral
"আস্কেজ ওয়ের এওি৫প৩ ল, ",0,1,Meaningless,Neutral
"hahahahahaস এরেওhh, o hosse nasir since ",0,1,Meaningless,Neutral
hahahahahাএ ৩ক,0,1,Meaningless,Neutral
সদফসদফ এওর্বে এও৫  ল্পজদস্ম ,0,0,Meaningless,Neutral
tikbena bee rw shidin… স্রজেওল ,0,1,Meaningless,Neutral
cha sdr webo 🧐🤔,0,0,Meaningless,Neutral
e wr weyr e63er,0,1,Meaningless,Neutral
"bol6i apni ki ranu mondal er sathei thaken? sobsmy to onar sathei video banan , jotosob",0,1,Meaningless,Neutral
unake s ew  tekeno apnএ ওয়ে লেকইজফ nar matha sge valo hok tarpor diyen.,0,1,Meaningless,Nonbullying
kaka dayস এও রে mama nয়াসে ai,0,0,Meaningless,Neutral
jutar chap ac সের ওয়েট এও রe!!!,0,1,Meaningless,Neutral
hahahআস রার্বে ahah,0,1,Meaningless,Neutral
সে ওয়ের ওত য় তীর ত,0,1,Meaningless,Nonbullying
সে এওলদ  কয়?,0,0,Meaningless,Nonbullying
সদ লজে জন্দজ সে ,0,1,Meaningless,Neutral
aree bhai bhai bhai bhaএ ওস্র্বে ত্র এতেত্রে হদফত্র humbs up👍,0,1,Meaningless,Neutral
bantদ ফেরদ্ভফ স্ফদজফ্লজেল khana.........🤣,0,1,Meaningless,Neutral
"ffbd is, 😂😂😂😂😂😂😂",0,0,Meaningless,Neutral
সদ এও গ এওের dfe wrew ds,0,1,Meaningless,Neutral
o vase wr wei 😀😀,0,1,Meaningless,Nonbullying
video ta sup,0,1,Meaningless,Nonbullying
dipjbgh ol🔥,0,1,Meaningless,Nonbullying
level  ujfh হহফহ হভbhai ........😂😂😂😂😂😂😃😃😆😆,0,1,Meaningless,Nonbullying
dadur bichi fulহ মহগফ তি ko luchi😂😂,0,1,Meaningless,Nonbullying
